Bets for period:;from 2024-09-30 | 19:00;to 2024-11-11 | 18:59;Number of transactions:;1604;;;;;
1567352050261;2024-11-10 | 18:51;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567351977265;2024-11-10 | 18:51;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567351946613;2024-11-10 | 18:51;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567351822065;2024-11-10 | 18:51;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567351791705;2024-11-10 | 18:51;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;2.00;PHP;Real money
1567351664733;2024-11-10 | 18:51;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567351590673;2024-11-10 | 18:51;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567351560159;2024-11-10 | 18:51;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;14.00;PHP;Real money
1567351377477;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567351327651;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;8.00;PHP;Real money
1567351198583;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567351124323;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567351095683;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;10.00;PHP;Real money
1567350979539;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567350899449;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567350821483;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567350743281;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567350666411;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567350599359;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567350523967;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567350496101;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;2.00;PHP;Real money
1567350375793;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567350289909;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567350209537;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567350186857;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;8.00;PHP;Real money
1567350059243;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567349976959;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567349902133;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567349872239;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;12.00;PHP;Real money
1567349749969;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567349679215;2024-11-10 | 18:50;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567349601041;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567349522825;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567349439433;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567349402793;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567349289829;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567349249177;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;24.00;PHP;Real money
1567348983955;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567348904323;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567348820447;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567348748221;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567348674759;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567348641211;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;10.00;PHP;Real money
1567348451121;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567348367135;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567348249411;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567348215477;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;12.00;PHP;Real money
1567348022215;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567347913719;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567347881079;2024-11-10 | 18:49;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;6.00;PHP;Real money
1567347699405;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567347663855;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;28.00;PHP;Real money
1567347475437;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567347393523;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567347373901;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;2.00;PHP;Real money
1567347246173;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567347217921;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567347097395;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567347002257;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567346853765;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567346750695;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567346649773;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567346616873;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;10.00;PHP;Real money
1567346498407;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567346415139;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567346306983;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567346232329;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567346156187;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567346061293;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567346015217;2024-11-10 | 18:48;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567345883313;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567345853269;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567345724451;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567345656667;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567345582781;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567345512679;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567345442347;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567345421179;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;10.00;PHP;Real money
1567345306611;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567345282513;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;10.00;PHP;Real money
1567345164127;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567345092617;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567345017875;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567344981887;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567344873921;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567344826953;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;44.00;PHP;Real money
1567344510783;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567344474371;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567344351279;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567344303677;2024-11-10 | 18:47;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;50.00;PHP;Real money
1567344178963;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567344144825;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;2.00;PHP;Real money
1567344025939;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343940629;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343841611;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343762961;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343671631;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343589099;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343512533;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343426025;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343395497;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;8.00;PHP;Real money
1567343278881;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343210775;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343136109;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343053695;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567343017351;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;24.00;PHP;Real money
1567342755519;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567342726913;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;2.00;PHP;Real money
1567342606131;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567342568799;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;10.00;PHP;Real money
1567342442891;2024-11-10 | 18:46;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567342366219;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567342333687;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;10.00;PHP;Real money
1567342219557;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567342145403;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567342070871;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567342040319;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;25.00;PHP;Real money
1567341920503;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567341879859;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;17.00;PHP;Real money
1567341626101;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567341563167;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;33.00;PHP;Real money
1567341379071;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567341284621;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567341205535;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567340768737;2024-11-10 | 18:45;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567339721397;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567339626393;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567339535475;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567339490703;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;12.00;PHP;Real money
1567339379039;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567339304573;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567339263537;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567339133433;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567339049197;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567339022785;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567338906369;2024-11-10 | 18:44;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567338839871;2024-11-10 | 18:43;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567338802299;2024-11-10 | 18:43;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567338680401;2024-11-10 | 18:43;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567338603067;2024-11-10 | 18:43;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567338452681;2024-11-10 | 18:43;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;9.00;PHP;Real money
1567338341653;2024-11-10 | 18:43;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567337778761;2024-11-10 | 18:43;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;34.00;PHP;Real money
1567337388471;2024-11-10 | 18:43;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567336719181;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567336634511;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567336584307;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;8.00;PHP;Real money
1567336459765;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567336378899;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567336302307;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567336247051;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;8.00;PHP;Real money
1567336117049;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567336077851;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567335954877;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567335863047;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567335781985;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567335754261;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;2.00;PHP;Real money
1567335641967;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567335568645;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567335475379;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567335380493;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567335300741;2024-11-10 | 18:42;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567335226091;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567335150003;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567335117067;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;7.00;PHP;Real money
1567334936313;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567334889811;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;10.00;PHP;Real money
1567334761363;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567334681681;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567334638747;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;11.00;PHP;Real money
1567334386337;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567334347797;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;13.00;PHP;Real money
1567334161009;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567334128333;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;20.00;PHP;Real money
1567334009545;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567333930459;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567333893889;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;9.00;PHP;Real money
1567333704599;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567333633319;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567333562495;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567333526791;2024-11-10 | 18:41;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;23.00;PHP;Real money
1567333195677;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567333138361;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;30.00;PHP;Real money
1567332895093;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567332841393;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;22.00;PHP;Real money
1567332651309;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567332570441;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567332483071;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567332397775;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567332298037;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567332264199;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;2.00;PHP;Real money
1567332140603;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567332119987;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567331998413;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567331901657;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567331850753;2024-11-10 | 18:40;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;42.00;PHP;Real money
1567331456059;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567331339977;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567331238419;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567331134345;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567330944155;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567330855763;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567330750881;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567330648899;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567330588815;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567330464621;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567330367167;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567330255901;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567330152985;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567330040775;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567329985423;2024-11-10 | 18:39;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;8.00;PHP;Real money
1567329865317;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567329816455;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;60.00;PHP;Real money
1567329374331;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567329269167;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567329173625;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;243.00;PHP;Real money
1567328733131;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567328701133;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;12.00;PHP;Real money
1567328517535;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567328480955;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567328366895;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567328332081;2024-11-10 | 18:38;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;15.00;PHP;Real money
1567328073103;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567328003285;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
